,text,labels_0,labels_1,labels_2,labels_3,labels_4,labels_5,labels_6,labels_7,labels_8,labels_9,labels_10,labels_11,labels_12,labels_13,labels_14,labels_15
564,"Die Kellnerin hätte uns ja zumindest fragen können, ob es uns etwas ausmacht, wobei für 5 Leute an diesen kleinen Tischen kein Platz gewesen wäre.","('SERVICE', 'NEGATIVE', 'Kellnerin')",,,,,,,,,,,,,,,
565,"Die Kellnerin hätte uns ja zumindest fragen können, ob es uns etwas ausmacht, wobei für 5 Leute an diesen kleinen Tischen kein Platz gewesen wäre.",,,,,,,,,,,,,,,,
566,"Die Kellnerin, eine ältere, stattliche Frau, war stets bemüht, keine Freundlichkeit aufkommen zu lassen.","('SERVICE', 'NEGATIVE', 'Kellnerin')",,,,,,,,,,,,,,,
567,"Die Kellnerin, eine ältere, stattliche Frau, war stets bemüht, keine Freundlichkeit aufkommen zu lassen.",,,,,,,,,,,,,,,,
568,Die Klimaanlage hatte wohl Pause.,"('AMBIENCE', 'NEGATIVE', 'Klimaanlage')",,,,,,,,,,,,,,,
569,Die Klimaanlage hatte wohl Pause.,,,,,,,,,,,,,,,,
570,Die Käsespätzle haben leider keinen Käse gesehen.,"('FOOD', 'NEGATIVE', 'Käsespätzle')",,,,,,,,,,,,,,,
571,Die Käsespätzle haben leider keinen Käse gesehen.,,,,,,,,,,,,,,,,
572,Die LOC hat gut geklappt und ist am Wochenende auch zu empfehlen.,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
573,Die LOC hat gut geklappt und ist am Wochenende auch zu empfehlen.,,,,,,,,,,,,,,,,
574,"Die LOC war hart, das Fett darunter fest und das Fleisch zäh, trocken und ging nur schwer zu schneiden.","('FOOD', 'NEGATIVE', 'LOC')","('FOOD', 'NEGATIVE', 'Fleisch')","('FOOD', 'NEGATIVE', 'Fett')",,,,,,,,,,,,,
575,"Die LOC war hart, das Fett darunter fest und das Fleisch zäh, trocken und ging nur schwer zu schneiden.",,,,,,,,,,,,,,,,
576,Die Location kann leider nicht die miese Bedienung und das mehrheitlich unfreundliche Personal raus reissen.,"('SERVICE', 'NEGATIVE', 'Bedienung')","('SERVICE', 'NEGATIVE', 'Personal')",,,,,,,,,,,,,,
577,Die Location kann leider nicht die miese Bedienung und das mehrheitlich unfreundliche Personal raus reissen.,,,,,,,,,,,,,,,,
578,"Die Location spannend, das Personal grundsätzlich freundlich, das Frühstück allerdings qualitativ durchschnittlich.","('SERVICE', 'POSITIVE', 'Personal')","('FOOD', 'NEUTRAL', 'Frühstück')","('AMBIENCE', 'POSITIVE', 'Location')",,,,,,,,,,,,,
579,"Die Location spannend, das Personal grundsätzlich freundlich, das Frühstück allerdings qualitativ durchschnittlich.",,,,,,,,,,,,,,,,
580,"Die Location...trotz Reservierung Wochen im Voraus wurden wir im ""Nebenzimmer"" mit null Ambiente plaziert.","('AMBIENCE', 'NEGATIVE', 'Ambiente')",,,,,,,,,,,,,,,
581,"Die Location...trotz Reservierung Wochen im Voraus wurden wir im ""Nebenzimmer"" mit null Ambiente plaziert.",,,,,,,,,,,,,,,,
582,Die Milzwurst war hart und die Panier klebte als dünne Schicht am Produkt.,"('FOOD', 'NEGATIVE', 'Milzwurst')","('FOOD', 'NEGATIVE', 'Panier')",,,,,,,,,,,,,,
583,Die Milzwurst war hart und die Panier klebte als dünne Schicht am Produkt.,,,,,,,,,,,,,,,,
584,Die Panna Cotta zum Nachtisch war der absolute Wahnsinn.,"('FOOD', 'POSITIVE', 'Panna Cotta')",,,,,,,,,,,,,,,
585,Die Panna Cotta zum Nachtisch war der absolute Wahnsinn.,,,,,,,,,,,,,,,,
586,Die Pfeffersoße eine Frechheit was den Geschmack angeht.,"('FOOD', 'NEGATIVE', 'Pfeffersoße')",,,,,,,,,,,,,,,
587,Die Pfeffersoße eine Frechheit was den Geschmack angeht.,,,,,,,,,,,,,,,,
588,Die Portionsgrößen sind tendenziell großzügig.,"('FOOD', 'POSITIVE', 'Portionsgrößen')",,,,,,,,,,,,,,,
589,Die Portionsgrößen sind tendenziell großzügig.,,,,,,,,,,,,,,,,
590,"Die Preise sind an der Obergrenze, vor allem bei den Getränken.","('PRICE', 'NEGATIVE', 'Preise')",,,,,,,,,,,,,,,
591,"Die Preise sind an der Obergrenze, vor allem bei den Getränken.",,,,,,,,,,,,,,,,
592,"Die Preise sind sehr gehoben, daher wird eher kein regelmäßiger Besuch resultieren.","('PRICE', 'NEGATIVE', 'Preise')",,,,,,,,,,,,,,,
593,"Die Preise sind sehr gehoben, daher wird eher kein regelmäßiger Besuch resultieren.",,,,,,,,,,,,,,,,
594,"Die Preise sind unangemessen hoch, da lässt sich wohl der Chef seinen Namen bezahlen.","('PRICE', 'NEGATIVE', 'Preise')",,,,,,,,,,,,,,,
595,"Die Preise sind unangemessen hoch, da lässt sich wohl der Chef seinen Namen bezahlen.",,,,,,,,,,,,,,,,
596,Die Preise waren echt fair!,"('PRICE', 'POSITIVE', 'Preise')",,,,,,,,,,,,,,,
597,Die Preise waren echt fair!,,,,,,,,,,,,,,,,
598,"Die Qualität der Speisen ist auch nicht so toll, die Ofenkartoffel hat wohl auch schon ein paar Tage gelegen.","('FOOD', 'NEGATIVE', 'Speisen')","('FOOD', 'NEGATIVE', 'Ofenkartoffel')",,,,,,,,,,,,,,
599,"Die Qualität der Speisen ist auch nicht so toll, die Ofenkartoffel hat wohl auch schon ein paar Tage gelegen.",,,,,,,,,,,,,,,,
600,Die Qualität des Essens war ausgezeichnet.,"('FOOD', 'POSITIVE', 'Essens')",,,,,,,,,,,,,,,
601,Die Qualität des Essens war ausgezeichnet.,,,,,,,,,,,,,,,,
602,"Die Qualität des Fleisches ist ausgezeichnet, und die Steaks werden auf den Punkt genau zubereitet.","('FOOD', 'POSITIVE', 'Fleisches')","('FOOD', 'POSITIVE', 'Steaks')",,,,,,,,,,,,,,
603,"Die Qualität des Fleisches ist ausgezeichnet, und die Steaks werden auf den Punkt genau zubereitet.",,,,,,,,,,,,,,,,
604,"Die Qualität hat massiv abgenommen, wir werden nicht mehr kommen.","('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
605,"Die Qualität hat massiv abgenommen, wir werden nicht mehr kommen.",,,,,,,,,,,,,,,,
606,Die Rechnung kam dagegen sehr schnell,"('SERVICE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
607,Die Rechnung kam dagegen sehr schnell,,,,,,,,,,,,,,,,
608,Die Sauce und das Gemüse waren in Ordnung.,"('FOOD', 'NEUTRAL', 'Sauce')","('FOOD', 'NEUTRAL', 'Gemüse')",,,,,,,,,,,,,,
609,Die Sauce und das Gemüse waren in Ordnung.,,,,,,,,,,,,,,,,
610,"Die Speisen sind solid und lecker, der Service professionell und das Ambiente stimmig.","('FOOD', 'POSITIVE', 'Speisen')","('SERVICE', 'POSITIVE', 'Service')","('AMBIENCE', 'POSITIVE', 'Ambiente')",,,,,,,,,,,,,
611,"Die Speisen sind solid und lecker, der Service professionell und das Ambiente stimmig.",,,,,,,,,,,,,,,,
612,Die Speisen sind türkische Standard Küche etwas über dem Durchschnitt.,"('FOOD', 'POSITIVE', 'Speisen')",,,,,,,,,,,,,,,
613,Die Speisen sind türkische Standard Küche etwas über dem Durchschnitt.,,,,,,,,,,,,,,,,
614,"Die Speisen waren ausreichend, das Salatbuffet gut.","('FOOD', 'NEUTRAL', 'Speisen')","('FOOD', 'POSITIVE', 'Salatbuffet')",,,,,,,,,,,,,,
615,"Die Speisen waren ausreichend, das Salatbuffet gut.",,,,,,,,,,,,,,,,
616,Die Steaks und Burger sahen MEGA aus.,"('FOOD', 'POSITIVE', 'Steaks')","('FOOD', 'POSITIVE', 'Burger')",,,,,,,,,,,,,,
617,Die Steaks und Burger sahen MEGA aus.,,,,,,,,,,,,,,,,
618,"Die Steaks waren ausnahmslos zu schwach angebraten, so dass jedes eine breiten hellbraunen LOC, aber ohne die nötigen Röstaromen hatte.","('FOOD', 'NEGATIVE', 'Steaks')",,,,,,,,,,,,,,,
619,"Die Steaks waren ausnahmslos zu schwach angebraten, so dass jedes eine breiten hellbraunen LOC, aber ohne die nötigen Röstaromen hatte.",,,,,,,,,,,,,,,,
620,Die Sushi schmeckt nur noch durchschnittlich.,"('FOOD', 'NEUTRAL', 'Sushi')",,,,,,,,,,,,,,,
621,Die Sushi schmeckt nur noch durchschnittlich.,,,,,,,,,,,,,,,,
622,"Die Tapas waren grandios, die Mitarbeiter/innen waren sehr aufmerksam..wir kommen bald wieder …","('FOOD', 'POSITIVE', 'Tapas')","('SERVICE', 'POSITIVE', 'Mitarbeiter/innen')",,,,,,,,,,,,,,
623,"Die Tapas waren grandios, die Mitarbeiter/innen waren sehr aufmerksam..wir kommen bald wieder …",,,,,,,,,,,,,,,,
624,Die Tappas dagegen waren absolut unterirdisch und gelinde gesagt eine Frechheit.,"('FOOD', 'NEGATIVE', 'Tappas')",,,,,,,,,,,,,,,
625,Die Tappas dagegen waren absolut unterirdisch und gelinde gesagt eine Frechheit.,,,,,,,,,,,,,,,,
626,Die Toiletten waren sehr sauber.,"('AMBIENCE', 'POSITIVE', 'Toiletten')",,,,,,,,,,,,,,,
627,Die Toiletten waren sehr sauber.,,,,,,,,,,,,,,,,
628,Die Vorspeise (rote Bete) war sehr lecker.,"('FOOD', 'POSITIVE', 'Vorspeise (rote Bete')",,,,,,,,,,,,,,,
629,Die Vorspeise (rote Bete) war sehr lecker.,,,,,,,,,,,,,,,,
630,Die Vorspeise war ein Genuss und ein toller Querschnitt der guten Küche.,"('FOOD', 'POSITIVE', 'Vorspeise')","('FOOD', 'POSITIVE', 'Küche')",,,,,,,,,,,,,,
631,Die Vorspeise war ein Genuss und ein toller Querschnitt der guten Küche.,,,,,,,,,,,,,,,,
632,"Die Vorspeise war per sè schön angerichtet und hat auch geschmeckt.... bekamen was anderes als Burrata wegen laktose, danach ging leider der Tiefflug, angehend von der Karte, in einen Sturzflug über.","('FOOD', 'POSITIVE', 'Vorspeise')","('FOOD', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,
633,"Die Vorspeise war per sè schön angerichtet und hat auch geschmeckt.... bekamen was anderes als Burrata wegen laktose, danach ging leider der Tiefflug, angehend von der Karte, in einen Sturzflug über.",,,,,,,,,,,,,,,,
634,"Die Vorspeisen sind normalerweise sehr zu empfehlen,aber hier stimmt das Preis-Leistungsverhältnis überhaupt nicht mehr.","('FOOD', 'POSITIVE', 'Vorspeisen')","('PRICE', 'NEGATIVE', 'Vorspeisen')",,,,,,,,,,,,,,
635,"Die Vorspeisen sind normalerweise sehr zu empfehlen,aber hier stimmt das Preis-Leistungsverhältnis überhaupt nicht mehr.",,,,,,,,,,,,,,,,
636,Die beiden Hauprgerichte - LOC Gesellenstück und Schweineschnitzel Braumeister Art - waren allerdings hervorragend und meeeeehr als riechlich.,"('FOOD', 'POSITIVE', 'LOC Gesellenstück')","('FOOD', 'POSITIVE', 'Schweineschnitzel Braumeister Art')",,,,,,,,,,,,,,
637,Die beiden Hauprgerichte - LOC Gesellenstück und Schweineschnitzel Braumeister Art - waren allerdings hervorragend und meeeeehr als riechlich.,,,,,,,,,,,,,,,,
638,"Die beiden Kellner haben aber auch nach 50 Minuten keine Bestellung aufgenommen, obwohl die Tische neben uns bedient wurden.","('SERVICE', 'NEGATIVE', 'Kellner')",,,,,,,,,,,,,,,
639,"Die beiden Kellner haben aber auch nach 50 Minuten keine Bestellung aufgenommen, obwohl die Tische neben uns bedient wurden.",,,,,,,,,,,,,,,,
640,"Die bestellten Pizzen waren ok, groß aber geschmacklich kein Highlight.","('FOOD', 'NEUTRAL', 'Pizzen')",,,,,,,,,,,,,,,
641,"Die bestellten Pizzen waren ok, groß aber geschmacklich kein Highlight.",,,,,,,,,,,,,,,,
642,"Die große Platte beinhaltete zwar 12 Beilagen, aber dieser Preis war nicht fair.","('PRICE', 'NEGATIVE', 'Preis')",,,,,,,,,,,,,,,
643,"Die große Platte beinhaltete zwar 12 Beilagen, aber dieser Preis war nicht fair.",,,,,,,,,,,,,,,,
644,Die herzliche Begrüßung und die freundliche Bedienung sowie das gemütliche Ambiente haben uns sehr gefallen.,"('SERVICE', 'POSITIVE', 'Bedienung')","('AMBIENCE', 'POSITIVE', 'Ambiente')","('AMBIENCE', 'POSITIVE', 'Begrüßung')",,,,,,,,,,,,,
645,Die herzliche Begrüßung und die freundliche Bedienung sowie das gemütliche Ambiente haben uns sehr gefallen.,,,,,,,,,,,,,,,,
646,"Die kostenpflichtige Schinkennummer wird auch nicht dadurch besser, dass sie von den Vorbesitzern erfunden wurde.","('FOOD', 'NEGATIVE', 'Schinkennummer')",,,,,,,,,,,,,,,
647,"Die kostenpflichtige Schinkennummer wird auch nicht dadurch besser, dass sie von den Vorbesitzern erfunden wurde.",,,,,,,,,,,,,,,,
648,"Die linguini waren zu durch, die Pasta Saucen generell eher unterdurchschnittlich und selbst die gnocchi mit Trüffeln waren leider nicht lecker.","('FOOD', 'NEGATIVE', 'linguini')","('FOOD', 'NEGATIVE', 'Pasta Saucen')","('FOOD', 'NEGATIVE', 'gnocchi mit Trüffeln')",,,,,,,,,,,,,
649,"Die linguini waren zu durch, die Pasta Saucen generell eher unterdurchschnittlich und selbst die gnocchi mit Trüffeln waren leider nicht lecker.",,,,,,,,,,,,,,,,
650,"Die schlechteste Haxe, die ich in meinem Leben gegessen habe.","('FOOD', 'NEGATIVE', 'Haxe')",,,,,,,,,,,,,,,
651,"Die schlechteste Haxe, die ich in meinem Leben gegessen habe.",,,,,,,,,,,,,,,,
652,Die schönsten Plätze sind draußen an den Mauern der Kirche!,"('AMBIENCE', 'POSITIVE', 'Plätze')",,,,,,,,,,,,,,,
653,Die schönsten Plätze sind draußen an den Mauern der Kirche!,,,,,,,,,,,,,,,,
654,Die sehr freundliche Kellnerin namens Eva (der Name stand auf einem Begrüssungskärtchen) war sehr angenehm und Aufmerksam.,"('SERVICE', 'POSITIVE', 'Eva')",,,,,,,,,,,,,,,
655,Die sehr freundliche Kellnerin namens Eva (der Name stand auf einem Begrüssungskärtchen) war sehr angenehm und Aufmerksam.,,,,,,,,,,,,,,,,
656,Die von meiner Frau gegessenen Parpadelle a'la RESTAURANT_NAME waren ebenfalls zu wenig gewürzt und wurden mit zu wenig geriebenem Parmesan serviert.,"('FOOD', 'NEGATIVE', ""Parpadelle a\\'la RESTAURANT_NAME"")",,,,,,,,,,,,,,,
657,Die von meiner Frau gegessenen Parpadelle a'la RESTAURANT_NAME waren ebenfalls zu wenig gewürzt und wurden mit zu wenig geriebenem Parmesan serviert.,,,,,,,,,,,,,,,,
658,"Die westfälische Küche, Zwiebelfleisch, und der Rheinische Sauerbraten überzeugen geschmacklich in jeder Hinsicht.","('FOOD', 'POSITIVE', 'Küche')","('FOOD', 'POSITIVE', 'Zwiebelfleisch')","('FOOD', 'POSITIVE', 'Sauerbraten')",,,,,,,,,,,,,
659,"Die westfälische Küche, Zwiebelfleisch, und der Rheinische Sauerbraten überzeugen geschmacklich in jeder Hinsicht.",,,,,,,,,,,,,,,,
660,DieTische sind klein und so eng gestellt das man das Gefühl hat beim Nachbarn auf dem Schoß zu sitzen.,"('AMBIENCE', 'NEGATIVE', 'DieTische')",,,,,,,,,,,,,,,
661,DieTische sind klein und so eng gestellt das man das Gefühl hat beim Nachbarn auf dem Schoß zu sitzen.,,,,,,,,,,,,,,,,
662,"Dies könnte dem bei unserem Besuch nicht sehr aufmerksamen Service, sehr kleinen Portionen und vergleichsweise hohen Preisen geschuldet sein.","('SERVICE', 'NEGATIVE', 'Service')","('FOOD', 'NEGATIVE', 'Portionen')","('PRICE', 'NEGATIVE', 'Preisen')",,,,,,,,,,,,,
663,"Dies könnte dem bei unserem Besuch nicht sehr aufmerksamen Service, sehr kleinen Portionen und vergleichsweise hohen Preisen geschuldet sein.",,,,,,,,,,,,,,,,
664,Diese angeblich bayerische Brauerei ist ein No-Go.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Brauerei')",,,,,,,,,,,,,,,
665,Diese angeblich bayerische Brauerei ist ein No-Go.,,,,,,,,,,,,,,,,
666,"Dieser war dermaßen zäh und ungenießbar, dass unser Dessert ziemlich unangetastet wieder abgeräumt wurde.","('FOOD', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
667,"Dieser war dermaßen zäh und ungenießbar, dass unser Dessert ziemlich unangetastet wieder abgeräumt wurde.",,,,,,,,,,,,,,,,
668,Direkt an der LOC im Zentrum gelegen ist das Restaurant ideal für einen Stopp.,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')",,,,,,,,,,,,,,,
669,Direkt an der LOC im Zentrum gelegen ist das Restaurant ideal für einen Stopp.,,,,,,,,,,,,,,,,
670,Direkt neben der LOC präsentiert sich das LOC mit wunderschönen Räumen.,"('AMBIENCE', 'POSITIVE', 'Räumen')",,,,,,,,,,,,,,,
671,Direkt neben der LOC präsentiert sich das LOC mit wunderschönen Räumen.,,,,,,,,,,,,,,,,
672,Echt schlimm.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
673,Echt schlimm.,,,,,,,,,,,,,,,,
674,Eigentlich fehlen mir die Worte!!,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
675,Eigentlich fehlen mir die Worte!!,,,,,,,,,,,,,,,,
676,Ein Armutszeugnis.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
677,Ein Armutszeugnis.,,,,,,,,,,,,,,,,
678,Ein Lob an Koch.,"('FOOD', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
679,Ein Lob an Koch.,,,,,,,,,,,,,,,,
680,"Ein Service der absoluten Spitzenklasse, so extrem aufmerksam und freundlich, wie es heute nur noch selten anzutreffen ist.","('SERVICE', 'POSITIVE', 'Service')",,,,,,,,,,,,,,,
681,"Ein Service der absoluten Spitzenklasse, so extrem aufmerksam und freundlich, wie es heute nur noch selten anzutreffen ist.",,,,,,,,,,,,,,,,
682,Ein Steakhouse ohne Ofenkartoffel ist an Absurdität nicht zu überbieten!,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Steakhouse')",,,,,,,,,,,,,,,
683,Ein Steakhouse ohne Ofenkartoffel ist an Absurdität nicht zu überbieten!,,,,,,,,,,,,,,,,
684,"Ein Stück schieren ""edlen"" Fleisches konnte ich nicht entdecken.","('FOOD', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
685,"Ein Stück schieren ""edlen"" Fleisches konnte ich nicht entdecken.",,,,,,,,,,,,,,,,
686,Ein angenehmer Mittagstisch.,"('AMBIENCE', 'POSITIVE', 'Mittagstisch')",,,,,,,,,,,,,,,
687,Ein angenehmer Mittagstisch.,,,,,,,,,,,,,,,,
688,"Ein arroganter, schlecht gelaunter farbiger Türsteher am Einlass befahl uns jedoch im Imperativ begleitet von abfälligen Gesten, dass wir uns am Ende der Schlange wieder anstellen sollten, obwohl wir natürlich keinen Tisch mehr wollten.","('SERVICE', 'NEGATIVE', 'Türsteher')",,,,,,,,,,,,,,,
689,"Ein arroganter, schlecht gelaunter farbiger Türsteher am Einlass befahl uns jedoch im Imperativ begleitet von abfälligen Gesten, dass wir uns am Ende der Schlange wieder anstellen sollten, obwohl wir natürlich keinen Tisch mehr wollten.",,,,,,,,,,,,,,,,
690,Ein gemütlicher Bierkeller mit freundlicher und flotter Bedienung.,"('SERVICE', 'POSITIVE', 'Bedienung')","('AMBIENCE', 'POSITIVE', 'Bierkeller')",,,,,,,,,,,,,,
691,Ein gemütlicher Bierkeller mit freundlicher und flotter Bedienung.,,,,,,,,,,,,,,,,
692,"Ein sehr unfreundlicher Gastronomiebetrieb, bei Raklamationen wegen falscher Abrechnung wird der LOC Herr Morawek ausfallend und beleidigend.","('SERVICE', 'NEGATIVE', 'NULL')","('SERVICE', 'NEGATIVE', 'Morawek')",,,,,,,,,,,,,,
693,"Ein sehr unfreundlicher Gastronomiebetrieb, bei Raklamationen wegen falscher Abrechnung wird der LOC Herr Morawek ausfallend und beleidigend.",,,,,,,,,,,,,,,,
694,"Ein solides italienisches Restaurant in der LOC, mit selbstgemachte Pasta, guter Auswahl und immer wieder ein Besuch wert.","('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')","('FOOD', 'POSITIVE', 'Auswahl')","('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,
695,"Ein solides italienisches Restaurant in der LOC, mit selbstgemachte Pasta, guter Auswahl und immer wieder ein Besuch wert.",,,,,,,,,,,,,,,,
696,Ein uriges Kellerlokal in einem Gewölbe.,"('AMBIENCE', 'POSITIVE', 'Kellerlokal in einem Gewölbe')",,,,,,,,,,,,,,,
697,Ein uriges Kellerlokal in einem Gewölbe.,,,,,,,,,,,,,,,,
698,"Eine Haxe für EUR 26,50 ist schon preislich ambitioniert.","('PRICE', 'NEGATIVE', 'Haxe')",,,,,,,,,,,,,,,
699,"Eine Haxe für EUR 26,50 ist schon preislich ambitioniert.",,,,,,,,,,,,,,,,
700,Eine Tourinepp-Veranstaltung halt.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
701,Eine Tourinepp-Veranstaltung halt.,,,,,,,,,,,,,,,,
702,Eine der Beste Restaurant in LOC!,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')",,,,,,,,,,,,,,,
703,Eine der Beste Restaurant in LOC!,,,,,,,,,,,,,,,,
704,"Eine der Servicekräfte deutete auf die Uhr und teilte mir in einem barschen Tonfall mit, dass man um 22:00 Uhr schließe.","('SERVICE', 'NEGATIVE', 'Servicekräfte')",,,,,,,,,,,,,,,
705,"Eine der Servicekräfte deutete auf die Uhr und teilte mir in einem barschen Tonfall mit, dass man um 22:00 Uhr schließe.",,,,,,,,,,,,,,,,
706,"Eine halbe Stunde nach der Bestellung des Weines (LOC) wurden wir über dessen nicht mehr Vorhandensein informiert, und es dauerte 1 weitere Stunde bis der Alternativwein serviert wurde.","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
707,"Eine halbe Stunde nach der Bestellung des Weines (LOC) wurden wir über dessen nicht mehr Vorhandensein informiert, und es dauerte 1 weitere Stunde bis der Alternativwein serviert wurde.",,,,,,,,,,,,,,,,
708,"Eine innovative Küche eines engagierten Kochs, wobei man es mögen muss, dass in JEDEM Gang deutliche Fruchtnoten zumindest im Hintergrund, wenn nicht im Vordergrund stehen.","('FOOD', 'POSITIVE', 'Küche')","('SERVICE', 'POSITIVE', 'Kochs')",,,,,,,,,,,,,,
709,"Eine innovative Küche eines engagierten Kochs, wobei man es mögen muss, dass in JEDEM Gang deutliche Fruchtnoten zumindest im Hintergrund, wenn nicht im Vordergrund stehen.",,,,,,,,,,,,,,,,
710,Eine sehr schöne Abwechslung zu anderen Restaurants mit toller Musik.,"('AMBIENCE', 'POSITIVE', 'Musik')",,,,,,,,,,,,,,,
711,Eine sehr schöne Abwechslung zu anderen Restaurants mit toller Musik.,,,,,,,,,,,,,,,,
712,Eine typische Touristenlocation die von ihrem Mythos lebt.,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
713,Eine typische Touristenlocation die von ihrem Mythos lebt.,,,,,,,,,,,,,,,,
714,"Eine weitere Servicekraft, kaum älter als 18 sprach jeden Gast, egal welchen Alters, sehr fläzig mit ""Du"" und in tiefsten ""Sächsisch"" an.","('SERVICE', 'NEGATIVE', 'Servicekraft')",,,,,,,,,,,,,,,
715,"Eine weitere Servicekraft, kaum älter als 18 sprach jeden Gast, egal welchen Alters, sehr fläzig mit ""Du"" und in tiefsten ""Sächsisch"" an.",,,,,,,,,,,,,,,,
716,"Einen Punkt abziehen möchte ich für den überheblich, selbsverliebt und gönnerhaft auftretenden Herren am Empfang.","('SERVICE', 'NEGATIVE', 'Herren am Empfang')",,,,,,,,,,,,,,,
717,"Einen Punkt abziehen möchte ich für den überheblich, selbsverliebt und gönnerhaft auftretenden Herren am Empfang.",,,,,,,,,,,,,,,,
718,Einfach Daumen hoch!!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
719,Einfach Daumen hoch!!,,,,,,,,,,,,,,,,
720,Einfaches Restaurant mit schlechten Service und kaum glutenfreie Speisen.,"('FOOD', 'NEGATIVE', 'Speisen')","('SERVICE', 'NEGATIVE', 'Service')",,,,,,,,,,,,,,
721,Einfaches Restaurant mit schlechten Service und kaum glutenfreie Speisen.,,,,,,,,,,,,,,,,
